176676,Marcelo,30,175.26,79.8,87,86,90,73,75,84,78,61,90,85,67,92,83,82,86,89,78,59,83,82,83,12,5,9
184087,T. Alderweireld,30,185.42,81.2,87,83,64,45,82,79,85,38,62,63,69,75,61,67,50,76,79,58,87,91,86,16,6,14
189332,Jordi Alba,29,170.18,68,87,86,87,73,70,84,74,60,80,80,63,84,93,93,85,91,61,59,84,84,84,13,15,13
189509,Thiago,27,175.26,69.9,87,85,72,69,54,90,87,90,90,85,77,90,78,69,86,75,59,75,78,67,71,6,11,13
192387,C. Immobile,29,185.42,84.8,87,80,55,90,81,74,49,87,83,70,51,83,78,85,63,80,76,78,40,33,32,6,8,6
193041,K. Navas,32,185.42,79.8,87,86,11,15,11,30,37,11,16,11,15,19,54,53,61,39,75,25,20,14,14,90,81,90
197781,Isco,26,175.26,78.9,87,86,75,79,55,86,81,65,94,88,76,95,75,69,90,70,59,76,64,64,51,10,8,6
198710,J. Rodríguez,27,154.94,74.8,87,85,90,83,62,89,83,90,85,89,86,90,73,67,76,70,68,81,55,41,44,15,15,14
200145,Casemiro,27,185.42,83.9,87,86,58,64,76,83,82,61,69,63,74,78,61,66,66,87,89,66,86,87,86,13,14,12
201399,M. Icardi,26,154.94,74.8,87,82,46,91,91,73,54,85,77,58,45,81,77,78,76,69,76,82,22,24,20,13,9,9
206585,Kepa,24,185.42,84.8,84,83,25,11,17,32,36,18,10,25,19,16,34,33,39,37,51,24,21,18,16,84,82,85
208670,H. Ziyech,25,154.94,64.9,84,78,84,68,53,86,89,77,84,90,78,83,76,74,78,86,59,72,62,66,36,11,7,14
209499,Fabinho,25,187.96,78,84,83,79,66,75,83,80,47,76,71,53,82,69,72,67,92,79,91,84,86,84,13,12,8
211300,A. Martial,23,182.88,76.2,84,82,76,84,69,78,60,74,88,84,54,87,88,89,81,76,75,81,42,39,36,9,8,11
212188,T. Werner,23,154.94,74.8,84,79,69,87,77,77,55,85,83,63,56,84,93,93,76,83,64,72,37,20,19,9,9,9
212190,N. Süle,23,195.58,97.1,84,85,30,20,86,78,63,31,42,28,30,63,52,84,33,65,94,32,82,85,83,15,7,15
212198,Bruno Fernandes,24,152.4,68.9,84,82,84,74,58,85,84,84,83,86,85,86,79,76,78,91,67,82,71,66,57,12,14,14
212462,Alex Telles,26,154.94,71.2,84,81,89,65,74,83,86,67,82,87,79,82,84,85,70,92,68,73,80,81,79,13,8,14
216460,J. Giménez,24,185.42,79.8,84,84,47,37,81,68,58,30,47,36,44,56,69,70,43,67,85,38,85,86,87,9,11,15
216594,N. Fekir,25,172.72,74.8,84,79,83,82,49,83,75,77,90,81,79,89,79,79,91,77,82,76,28,37,25,15,9,15
220793,D. Sánchez,22,187.96,78.9,84,83,36,40,80,77,67,28,63,30,27,73,72,79,55,76,83,44,82,85,88,9,7,15
220834,Marco Asensio,23,182.88,76.2,84,86,82,80,57,83,81,79,85,83,76,85,85,82,76,76,61,62,45,42,39,13,9,10
231443,O. Dembélé,21,152.4,67.1,84,86,81,78,43,79,70,76,91,82,64,83,94,93,85,76,52,75,36,30,33,6,6,13
41,Iniesta,34,170.18,68,85,69,77,69,54,90,84,75,88,80,70,91,70,66,84,58,58,71,65,57,56,6,13,7
41236,Z. Ibrahimović,37,195.58,94.8,85,71,73,86,83,79,73,86,79,82,82,84,58,59,39,61,86,89,20,37,24,13,15,12
205498,Jorginho,27,154.94,67.1,83,83,75,57,56,89,87,71,82,75,76,85,70,61,73,79,66,84,76,77,70,14,7,8
205678,E. Višća,29,172.72,63,83,76,80,80,45,82,71,74,82,74,60,82,90,89,88,84,58,75,52,40,40,8,14,16
206113,S. Gnabry,23,175.26,74.8,83,85,74,81,46,79,68,83,87,64,62,83,92,90,88,68,68,68,38,48,45,14,10,7
207410,M. Kovačić,24,175.26,78,83,83,73,62,42,87,82,76,88,78,68,89,84,74,85,82,65,59,76,74,63,9,5,7
207566,William Carvalho,26,187.96,83,83,80,68,52,73,81,84,50,78,79,50,80,62,67,51,85,92,60,81,83,67,6,6,14
207863,Felipe,29,190.5,86.2,83,81,45,39,81,74,67,44,57,32,30,62,60,67,57,78,86,47,81,85,79,9,11,7
208418,Y. Carrasco,25,154.94,73,83,85,78,79,53,77,71,68,88,81,78,87,89,87,71,74,59,74,18,39,26,9,11,10
208618,Lucas Vázquez,27,172.72,69.9,83,86,83,72,56,83,75,58,82,82,71,82,86,82,84,90,57,56,62,62,61,9,16,7
208808,Q. Promes,27,175.26,72.1,83,80,79,86,60,78,73,69,84,75,76,82,90,91,79,83,61,74,33,30,32,10,13,13
209658,L. Goretzka,24,187.96,78.9,83,85,75,73,80,84,79,68,81,76,75,83,84,79,70,86,72,60,82,76,74,13,8,9
210008,A. Rabiot,23,193.04,79.8,83,84,70,69,77,85,83,72,79,73,59,83,73,74,72,82,80,67,80,81,75,9,12,15
210413,A. Romagnoli,24,187.96,78,83,80,36,30,77,72,71,28,65,36,24,70,63,69,53,75,81,34,86,86,82,9,14,9
210514,João Cancelo,24,182.88,73.9,83,85,86,58,64,79,75,62,85,83,69,84,91,91,74,90,66,46,77,79,79,6,9,14
212523,Anderson Talisca,25,190.5,79.8,83,71,78,80,77,81,79,76,82,86,87,84,77,76,65,76,72,71,58,62,42,13,11,10
213345,K. Coman,22,152.4,71.2,83,85,81,77,52,77,63,77,88,84,70,83,95,93,84,76,63,70,23,17,15,5,3,5
213565,T. Lemar,23,170.18,62.1,83,84,83,75,54,84,75,76,85,85,81,86,86,84,86,79,63,68,66,59,63,11,15,14
213331,J. Tah,23,195.58,97.1,82,80,35,20,80,74,69,24,55,30,27,64,64,77,44,63,93,38,80,87,84,11,8,14
216409,M. Politano,25,170.18,67.1,82,82,80,74,40,80,76,75,84,79,77,84,85,86,82,79,45,70,38,29,29,11,12,11
220440,C. Lenglet,23,185.42,81.2,82,86,36,23,80,78,69,24,60,25,27,76,72,73,60,73,80,43,82,84,80,10,10,7
221087,Pau López,24,187.96,77.1,82,80,24,19,15,38,41,17,18,23,21,16,45,52,57,42,52,25,16,20,11,81,83,83
221992,H. Lozano,23,175.26,69.9,82,76,75,77,58,74,67,75,84,72,65,81,94,93,76,80,59,64,45,35,29,11,10,10
222737,Malcom,22,172.72,73.9,82,86,79,75,57,80,73,71,85,77,81,85,87,82,84,74,64,68,26,28,17,8,14,9
223959,L. Torreira,23,167.64,64,82,82,74,50,59,83,77,65,78,70,78,81,81,74,93,85,66,48,86,84,77,5,5,9
224411,Gonçalo Guedes,22,152.4,68,82,80,78,75,60,77,69,71,86,76,70,81,89,90,78,75,62,69,50,34,30,9,12,9
226226,G. Lo Celso,22,175.26,69.9,82,80,75,77,59,82,84,69,84,82,72,84,77,79,81,80,69,60,65,67,67,10,7,14
226271,Fabián,22,187.96,69.9,82,82,72,79,67,80,80,67,83,75,59,83,69,67,66,75,70,67,77,78,75,16,11,13
228702,F. de Jong,21,154.94,69.9,82,78,75,52,64,87,82,64,86,82,64,88,80,78,78,74,69,45,78,73,70,7,13,9
230168,Raphaelito Anjos,31,190.5,84.8,82,75,10,8,11,18,16,8,9,9,18,21,41,42,41,29,79,14,23,17,13,79,84,78
230225,Juiano Mestres,35,154.94,82.1,82,73,40,56,83,67,58,63,60,72,58,64,68,74,63,76,79,62,82,85,84,18,12,18
230258,Rosberto Dourado,31,175.26,69.9,82,74,61,53,70,82,78,57,77,54,57,76,80,81,80,93,68,77,82,86,80,15,14,9
230658,Arthur,22,170.18,73,82,86,70,72,58,86,80,63,83,68,60,84,68,70,90,78,62,69,75,76,70,6,13,12
231866,Rodri,22,190.5,82.1,82,84,63,64,75,84,80,59,77,65,54,82,70,66,72,82,75,46,81,79,74,10,10,8
183498,M. Parolo,34,182.88,74.8,82,80,70,70,75,80,83,76,75,67,55,79,68,69,71,88,77,45,80,80,82,13,9,9
183574,M. Kruse,30,154.94,76.2,82,77,81,83,63,84,80,80,82,80,69,85,69,67,76,71,72,91,41,38,34,12,7,9
183711,J. Henderson,28,182.88,79.8,82,83,81,67,65,84,84,72,73,80,74,80,67,66,70,91,72,64,80,79,76,7,13,13
184144,N. Gaitán,31,172.72,66.2,82,64,80,71,54,81,75,81,84,88,72,83,84,79,81,69,46,71,40,42,43,8,11,5
184200,M. Arnautović,29,193.04,83,82,79,78,78,74,78,74,79,84,79,72,85,79,83,66,78,84,77,44,48,39,14,15,15
184431,S. Giovinco,32,162.56,60.8,82,83,72,78,34,80,76,75,86,90,93,86,88,80,91,77,42,73,26,29,28,6,3,3
184484,G. Sigurðsson,29,185.42,77.1,82,79,86,77,60,85,80,75,80,87,86,85,58,55,63,86,68,79,55,57,55,13,8,12
184942,Giuliano,28,172.72,68,82,72,77,77,59,82,80,65,82,67,71,84,85,77,85,82,74,79,42,43,38,16,11,8
185122,P. Gulácsi,28,193.04,86.2,82,79,16,10,23,29,25,10,19,18,11,25,42,44,50,35,68,24,23,16,20,83,82,84
185221,Luiz Gustavo,31,187.96,78,82,78,63,48,72,79,76,54,68,42,60,73,63,62,62,85,81,58,83,81,84,10,6,13
186345,K. Trippier,28,152.4,72.1,82,83,91,48,73,79,78,54,75,87,83,81,76,75,74,88,65,66,79,82,79,11,14,10
186561,A. Ramsey,28,182.88,76.2,82,82,75,74,58,84,80,79,81,70,66,82,65,69,74,89,67,75,69,70,67,6,11,8
186627,M. Balotelli,28,187.96,88,82,78,68,83,67,78,66,78,81,78,78,85,75,80,50,66,86,92,30,22,20,2,2,2
187754,Marlos,30,175.26,68.9,82,76,76,79,53,81,73,68,87,82,72,88,85,82,84,78,62,80,51,49,42,6,13,9
188803,Taison,31,172.72,64,82,76,73,76,56,77,75,82,87,52,73,85,93,91,83,79,62,72,49,53,40,7,7,13
189125,G. Bonaventura,29,154.94,74.8,82,80,82,70,70,84,80,78,83,78,78,85,75,77,77,84,66,68,72,72,68,10,14,14
201455,G. Kondogbia,26,187.96,79.8,81,80,65,69,75,81,79,62,78,62,56,83,69,76,67,78,91,45,79,82,82,15,10,10
202562,J. Roussillon,26,175.26,79.8,81,77,81,64,71,77,70,57,79,75,56,79,87,85,78,84,77,51,77,84,79,9,7,15
202685,S. Zaza,27,185.42,83.9,81,77,52,80,79,71,45,81,77,71,56,79,77,79,69,76,88,79,40,42,50,7,13,9
203890,S. Vrsaljko,27,154.94,76.2,81,82,82,44,73,77,70,53,74,70,57,79,78,79,72,87,73,52,80,81,77,15,11,12
204024,C. Kramer,28,190.5,76.2,81,79,61,46,58,80,72,58,71,54,51,81,52,52,54,93,69,47,81,80,76,8,13,8
204884,B. Mendy,24,185.42,84.8,81,85,87,33,65,80,69,31,80,80,34,79,77,86,70,81,81,50,79,79,81,7,7,9
204923,M. Sabitzer,24,152.4,77.1,81,79,70,79,56,79,67,78,79,74,63,81,83,77,79,84,76,65,55,55,51,11,13,13
205362,M. Nastasić,25,187.96,83,81,78,46,30,77,73,69,32,43,72,68,65,65,77,59,62,78,52,78,83,87,11,16,13
206467,A. Plea,25,154.94,78.9,81,79,78,82,73,76,68,81,78,78,74,79,78,77,78,82,77,65,39,40,30,11,15,15
207862,M. Ginter,25,187.96,83,81,79,68,55,85,77,71,53,62,44,42,72,55,69,49,74,82,67,80,84,77,12,10,10
208093,Gerard Moreno,26,154.94,77.1,81,79,61,78,80,75,56,79,78,69,56,80,76,79,69,77,74,75,40,41,41,15,12,10
208135,A. Doucouré,26,182.88,76.2,81,77,68,73,66,82,74,68,78,41,42,80,63,70,69,93,81,54,82,83,75,15,12,14
209889,R. Guerreiro,25,170.18,71.2,81,81,85,75,52,84,77,79,83,84,82,84,82,68,86,74,49,44,84,70,77,12,6,8
210243,Ricardo Pereira,25,175.26,69.9,81,78,81,62,64,80,78,56,83,78,45,79,88,87,77,84,60,60,81,83,76,16,12,11
210617,Samu Castillejo,24,182.88,67.1,81,80,80,76,43,80,76,58,84,78,75,82,85,86,78,55,50,59,50,43,25,13,16,14
212194,J. Brandt,22,185.42,83.9,81,80,77,77,42,81,68,66,87,72,59,85,78,84,78,73,69,54,29,20,24,11,16,9
226110,N. Pépé,23,182.88,73,80,75,69,80,57,72,63,68,85,79,65,81,90,91,79,78,61,85,25,27,25,11,14,8
225953,S. Bergwijn,21,152.4,78,80,76,73,74,55,76,53,67,87,76,66,84,88,89,89,78,79,59,30,31,26,11,14,13
226753,A. Onana,22,187.96,93,80,78,15,12,20,33,26,13,26,30,17,38,64,62,53,39,67,27,15,18,14,83,79,80
228229,F. Balbuena,27,187.96,84.8,80,79,33,31,82,71,56,24,47,30,34,56,56,65,42,76,84,48,80,82,76,9,13,15
228941,André Silva,23,185.42,78.9,80,80,59,83,77,69,58,79,77,69,33,80,77,78,72,77,74,80,55,40,35,14,13,8
230142,Oyarzabal,21,154.94,78,80,77,81,78,44,80,73,64,84,69,71,85,72,75,70,72,59,52,29,32,30,10,6,11
230234,Everton Andrão,35,152.4,74.8,80,73,75,58,59,78,75,58,75,48,73,77,69,68,77,89,71,61,79,81,77,9,9,8
230347,Welington Dano,31,152.4,68.9,80,73,82,51,69,78,71,47,77,83,52,78,78,80,81,89,68,61,77,77,81,16,15,7
231943,Richarlison,21,154.94,71.2,80,79,69,79,75,75,59,64,84,71,65,80,83,86,74,78,77,69,35,44,36,12,7,13
234035,Odriozola,23,175.26,66.2,80,86,81,45,73,77,70,48,69,69,30,77,80,82,79,80,63,62,75,79,80,11,12,14
234153,Carlos Soler,22,154.94,76.2,80,80,79,74,56,84,77,66,80,69,82,82,75,77,73,78,65,73,68,65,56,6,14,11
234906,H. Aouar,20,175.26,69.9,80,79,68,72,54,84,78,68,84,78,59,82,79,79,81,79,61,63,66,64,63,14,6,10
235569,T. Ndombele,22,154.94,76.2,80,79,67,59,56,83,79,59,86,67,63,84,84,76,84,78,78,60,73,73,69,8,10,7
239207,M. Gómez,22,185.42,83.9,80,77,56,85,81,76,58,76,76,68,53,77,61,65,53,71,80,67,21,20,23,7,8,6
45186,Joaquín,37,152.4,74.8,81,80,86,80,59,83,84,68,85,86,77,83,72,66,72,54,65,75,35,47,39,9,14,11
112316,J. Mathieu,35,187.96,83.9,81,78,79,52,80,73,77,61,65,82,79,62,68,74,43,78,89,72,82,84,82,13,14,5
197061,J. Matip,27,193.04,89.8,80,83,54,36,82,77,74,50,65,63,22,69,55,69,47,73,77,42,83,84,78,11,15,10
197853,S. Aurier,26,175.26,76.2,80,83,83,54,75,78,72,47,76,69,30,79,79,78,76,77,74,64,79,81,82,7,10,9
198118,J. Guilavogui,28,187.96,77.1,80,77,52,49,85,78,75,49,63,42,53,74,65,72,50,77,82,50,83,82,82,14,8,15
198784,A. Oxlade-Chamberlain,25,175.26,69.9,80,83,78,69,39,80,75,58,84,73,60,84,84,85,88,82,72,69,72,70,66,16,9,9
199005,M. Ryan,26,182.88,82.1,80,76,23,11,14,40,45,15,13,23,12,24,53,52,50,34,68,25,23,20,17,81,75,83
199069,V. Aboubakar,27,182.88,82.1,80,75,57,80,77,75,68,81,81,80,67,80,76,83,63,82,85,76,33,23,19,8,10,8
199110,L. Muriel,27,152.4,78.9,80,76,62,78,65,75,55,75,85,77,60,83,86,89,80,74,77,74,16,24,22,8,10,6
199206,D. Vida,29,182.88,76.2,80,77,65,41,79,66,60,36,53,44,35,66,70,80,63,76,77,51,81,79,83,16,13,8
199416,Ibai Gómez,29,152.4,72.1,80,79,79,79,47,77,78,75,82,85,81,81,79,77,78,75,66,65,45,58,55,14,8,11
200315,Cristian Tello,27,152.4,64.9,80,80,78,74,47,77,70,75,82,81,72,81,92,89,79,73,58,56,33,30,26,15,12,13
201119,Ismaily,29,152.4,82.1,80,76,80,60,59,81,67,55,83,65,50,81,84,80,82,88,75,51,79,74,75,8,8,10
201143,A. Mandi,27,182.88,78,80,80,78,41,83,79,75,49,66,67,49,74,67,68,65,69,74,35,84,82,84,15,16,14
201325,C. Tătăruşanu,33,195.58,86.2,80,75,13,15,15,37,37,11,16,11,11,19,50,47,38,42,73,16,26,15,12,81,77,83
201377,J. Murillo,26,182.88,78,80,86,56,37,76,68,62,54,58,38,26,64,75,76,72,72,80,46,81,80,82,14,13,14
202335,E. Dier,25,187.96,89.8,80,83,67,52,82,77,78,51,65,60,74,70,62,68,38,78,89,70,81,81,83,11,14,9
203042,J. Butland,25,195.58,94.8,80,73,11,16,12,40,30,12,21,12,14,36,58,55,50,40,79,42,27,13,11,82,75,84
49031,S. Sorrentino,39,185.42,84.8,80,73,11,10,10,36,34,18,14,14,11,20,34,40,48,28,74,20,25,10,13,81,82,79
54050,W. Rooney,33,175.26,83,80,70,73,80,75,81,82,83,74,84,83,80,65,65,77,74,78,81,56,55,40,10,11,7
110677,Moyá,34,187.96,83,80,77,11,11,12,31,35,13,13,16,12,24,46,34,49,30,57,11,11,14,14,84,77,79
142707,L. López,36,175.26,72.1,80,75,66,85,79,72,70,74,78,78,73,80,77,83,80,77,75,82,52,58,34,8,10,6
142754,J. Mascherano,34,175.26,73,80,66,63,42,66,79,75,51,58,63,50,80,69,62,78,76,72,60,85,81,82,6,10,5
144622,Raffael,33,175.26,68.9,80,79,78,78,63,83,76,83,87,79,77,85,69,61,83,62,62,72,45,42,31,12,10,14
146748,Diego López,37,195.58,88.9,80,77,11,12,10,28,23,14,11,10,11,23,34,52,47,42,66,21,16,13,14,75,82,76
146760,Juanfran,34,154.94,71.2,80,84,81,54,59,77,66,49,75,80,59,78,74,83,63,80,74,66,76,81,80,11,14,7
147782,I. Denisov,34,175.26,69.9,80,77,66,61,63,82,74,60,73,62,54,78,67,65,76,85,64,62,80,81,73,13,7,12
148119,I. Akinfeev,32,185.42,78,80,73,19,13,18,23,22,10,15,19,13,22,51,50,45,35,72,10,17,13,13,77,72,84
153244,A. Gignac,33,187.96,91.2,80,75,72,83,78,71,68,78,73,77,70,72,71,68,59,71,90,78,51,41,23,10,15,11
156713,A. Granqvist,33,193.04,83.9,80,76,49,51,81,73,67,37,49,36,40,63,46,49,36,67,83,79,82,83,79,7,9,15
157960,Manuel Fernandes,33,175.26,74.8,80,77,77,70,62,80,72,69,86,79,70,83,83,76,76,72,71,73,68,69,68,14,14,8
158625,Dante,35,187.96,84.8,80,75,58,47,80,74,76,44,57,51,55,74,38,41,64,62,81,57,79,82,80,14,8,13
159147,L. Perrin,33,154.94,79.8,80,76,65,55,81,74,77,44,62,59,51,73,59,60,72,71,78,68,83,84,82,6,7,14
161956,Borja Valero,34,175.26,73,80,82,78,67,60,89,85,70,82,78,76,86,55,52,78,69,66,72,70,66,62,5,4,7
208330,A. Januzaj,24,185.42,76.2,79,77,82,71,42,79,74,67,85,80,65,82,84,76,71,68,59,60,36,22,22,15,10,7
208334,J. Hector,28,185.42,74.8,79,76,79,55,71,78,74,51,74,65,65,77,75,77,67,82,76,65,81,79,79,9,10,14
208498,M. Dabbur,26,182.88,76.2,79,73,50,82,75,73,63,73,76,74,66,77,74,76,71,81,78,74,19,37,27,13,12,11
208777,Óliver Torres,24,175.26,63,79,81,73,66,52,82,78,63,84,77,64,83,72,65,78,78,38,64,67,66,62,7,7,8
209981,Y. Bounou,27,193.04,78,79,77,15,14,14,39,44,13,20,12,19,12,37,34,29,43,69,24,12,18,15,76,79,78
210324,J. Hofmann,26,175.26,69.9,79,79,81,69,40,79,72,62,80,69,71,79,78,76,77,82,60,68,57,44,40,6,6,10
210411,Otávio,24,172.72,71.2,79,81,78,67,56,77,74,63,84,74,72,83,76,74,82,68,54,72,46,41,27,11,12,15
210455,Jonny,25,170.18,69.9,79,76,78,43,70,74,59,44,74,62,54,77,77,78,78,83,64,46,80,80,82,7,10,6
212501,L. Dendoncker,23,187.96,88,79,76,75,66,78,79,78,71,69,72,71,74,61,68,58,89,87,44,78,78,76,14,8,6
213160,R. Zobnin,25,182.88,74.8,79,75,69,65,70,81,79,55,82,65,65,82,74,78,65,90,63,57,75,79,76,10,8,9
213516,Ricardo Horta,24,172.72,63,79,76,77,74,51,76,69,82,80,78,70,81,78,75,85,80,45,71,55,44,35,7,9,13
213874,Thiago Mendes,26,152.4,79.8,79,75,67,63,59,82,81,60,78,67,77,81,74,82,74,84,66,60,76,77,76,14,9,8
213991,J. Lerma,24,152.4,69.9,79,77,66,56,65,77,76,56,69,66,65,77,74,76,76,90,76,58,80,81,81,16,14,9
214947,J. Gbamin,23,185.42,83,79,75,69,40,71,78,74,45,75,62,60,77,76,85,66,83,83,40,79,80,71,11,13,10
215057,I. Marcone,28,182.88,83,79,76,58,48,73,80,83,49,69,59,60,73,54,34,60,86,85,59,76,80,71,16,11,10
215061,D. Benedetto,28,152.4,79.8,79,76,55,86,75,67,65,71,71,67,60,75,78,83,73,77,76,72,28,25,25,10,14,11
190243,M. Hitz,31,193.04,88.9,79,81,12,27,18,29,25,26,13,15,17,17,41,46,31,38,78,22,23,15,14,81,80,81
190456,N. Clyne,27,175.26,67.1,79,77,78,54,68,75,66,45,76,64,39,78,77,78,75,76,67,46,79,81,82,10,11,7
190544,A. Ljajić,27,182.88,73.9,79,77,72,69,48,78,70,74,85,80,83,86,81,76,79,68,58,75,32,35,35,6,14,12
191076,J. Guðmundsson,28,152.4,77.1,79,77,82,70,64,78,75,72,79,79,77,78,79,77,76,82,70,70,62,63,55,7,6,8
192598,Elkeson,29,154.94,77.1,79,69,67,75,79,75,66,76,76,76,80,77,86,76,74,79,77,85,56,57,35,9,16,7
192678,Kike García,29,185.42,78.9,79,77,56,78,80,72,49,81,75,42,46,80,65,66,54,71,79,70,37,34,21,7,9,13
192679,Escudero,29,175.26,72.1,79,80,81,56,68,77,77,51,68,69,69,75,72,77,77,83,69,66,81,76,80,9,15,14
193152,Herrerín,31,187.96,94.8,79,79,14,13,14,16,29,15,19,15,12,12,48,39,55,42,80,25,23,16,12,78,82,75
193469,Víctor Ruiz,30,185.42,78,79,79,54,37,77,71,70,39,53,67,46,69,55,59,58,72,80,46,79,80,82,12,8,14
193532,G. Medel,31,170.18,64.9,79,77,50,31,68,79,73,58,63,35,45,71,72,70,92,84,83,58,81,83,76,14,7,6
193738,Y. Belhanda,29,152.4,74.8,79,76,79,74,67,78,76,69,84,78,78,83,75,72,78,84,63,80,66,54,55,15,16,16
194229,Hugo Mallo,27,175.26,72.1,79,77,83,28,65,71,68,28,69,78,38,80,71,71,66,91,69,23,81,81,82,14,9,15
194761,Borja García,28,175.26,72.1,79,77,70,77,53,82,80,59,80,67,54,81,81,77,77,67,67,62,66,72,59,9,13,16
194845,W. Khazri,28,175.26,82.1,79,76,79,79,54,77,69,69,79,80,79,81,75,77,67,69,68,75,61,49,30,6,7,6
194957,P. Jones,27,185.42,71.2,79,82,60,44,78,73,67,49,59,38,35,64,54,59,59,64,79,55,80,80,81,10,8,11
195586,A. Finnbogason,30,182.88,79.8,79,74,37,84,67,71,67,79,75,56,51,75,67,68,70,72,78,89,20,32,34,6,15,11
238794,Vinícius Júnior,18,175.26,73,78,86,71,70,50,73,66,71,82,77,62,81,92,94,84,79,64,65,26,25,18,5,7,10
241184,Junior Firpo,22,182.88,74.8,78,80,77,66,74,76,70,55,72,65,43,77,83,82,62,79,75,38,75,78,79,7,7,14
80,E. Belözoğlu,38,170.18,72.1,79,76,80,68,43,85,86,69,78,83,80,81,54,38,81,58,64,85,66,67,60,7,11,8
49369,Fernando Torres,34,185.42,78.9,79,67,68,76,77,77,51,80,80,80,63,78,71,77,51,60,74,74,20,22,18,14,13,10
121944,B. Schweinsteiger,34,182.88,78.9,79,69,76,69,75,82,83,79,71,82,74,78,36,37,63,67,75,77,73,72,73,14,14,11
124375,B. Yılmaz,33,187.96,77.1,79,77,68,82,72,66,60,77,69,60,70,69,81,79,48,69,79,79,33,29,26,14,15,12
150418,M. Gómez,33,187.96,88.9,79,76,60,80,82,68,50,75,71,68,36,71,63,66,50,60,86,69,20,31,20,8,8,14
152908,A. Young,33,175.26,64.9,79,82,83,64,57,78,69,71,77,86,75,78,77,74,76,75,67,60,77,78,75,16,10,15
157301,R. Babel,32,185.42,84.8,79,76,72,77,71,71,66,67,82,77,50,80,83,82,73,77,78,70,34,28,21,16,8,15
158121,B. Costil,31,187.96,88,79,74,11,14,15,35,33,12,13,12,11,12,49,53,45,28,65,15,22,11,14,80,76,79
158232,S. Kalou,33,182.88,77.1,79,77,67,82,77,79,68,78,87,78,62,86,67,65,76,64,67,85,32,38,27,8,9,6
159065,E. Lavezzi,33,172.72,74.8,79,66,77,80,57,80,65,77,82,83,79,83,85,83,85,68,71,69,31,40,37,6,15,12
161648,H. Ben Arfa,32,152.4,73.9,79,75,70,70,46,78,74,72,88,76,73,80,77,69,79,60,65,84,36,27,21,12,8,12
163155,B. Foster,35,193.04,89.8,79,77,15,18,14,36,32,14,14,15,17,25,50,48,50,32,57,41,23,15,14,77,79,81
